Person in charge,Authors,Year,Title,DOI or PMID,Language,"Country (e.g., where RCT was performed)",Included/exclude,Reason for exclusion,Reason for exclusion,Reason for exclusion (description),Data collection,Analysis,Species,Species information,"Count, n","Count, n control group","Count, n died in control group","Count, n excluded in control group","Count, n treatment group","Count, n died in treatment group","Count, n excluded in treatment group",Comment on counts,"Sex (n, ratio, percentage)",Sex,"Sex (%, male)","Age [days, months, years]",Age (mean),Age (SD),Age (min),Age (max),Age (units),Age (comment),"Weight [g, kg , pounds]",Weight (mean),Weight (SD),Weight (min),Weight (max),Weight (unit),Weight (comment),"Injury characteristics (level, severity)",Injury level,Injury severity,Injury mechanism,Injury mechanism (details),Duration of SCI,Drug(s),Drug name harmonized,MP used as main drug?,Dose (absolute dose or mg/kg),"Time (minutes pre-injury, minutes post-injury)",Treatmetn in first 24h?,Duration of treatment,"Timing (e.g., BID, PID)",Route,Route (comment when multiple),"What was assessed? (e.g., neurological,  functional recovery, spasticity, walking function, electrophysiology)",Name/type of asessement,Name of assessment harmonised,Details on assessement,Timing of assessement,Assessment on day 28 (yes/no),Was observer blinded?,Drug effect on functional assessment,Drug effect on functional assessment (details),"What was assessed? (e.g., histological measures, cavitity measures, ect )",Name/type of asessement,Timing of assessement,Was observer blinded?,Drug effect on neuroanatomical assessment,Drug effect on neuroanatomical assessment (details),Drugs given to treat infections/pain ect.,Conclusion of study,Limitations,Remarks/Comments,Combination of drugs tested,Contradictions present in the results
Louis,Bharne et al.,2013,Neuroprotective effect of cocaine- and amphetamine-regulated transcript peptide in spinal cord injury in mice,10.1016/j.neuropharm.2012.10.028,English,India,included,,,,,,mice,Swiss,105,5,,,18,,,,all male,male,100,adult (no precise age reported),,,,,,Adult,30g to 35g,,,30,35,g,,contusion injury between T10 and T12,T10 - T12,Not reported,contusion,"5g weight dropped from 2cm, allowed to remain for 30sec",4 weeks,methylprednisolone,methylprednisolone,No,"group 1: 20mg/kg 
group 2: 30mg/kg 
group 3: 40mg/kg",30min post-injury,,1 dose,,intravenously,,functional,"BBB locomotor scale (mouse version adapted to local protocol), horizontal ladder test (adapted to local protocol)",,"basic movement assessed initialy (max. score of 5), 
if basic movement present ladder test followed (allowing animals to achieve max. score of 10)","pre-injury, post-injury days 
1, 4, 7, 10, 14, 21, 28",,Not reported,mixed effects (dosage),higher doses (30mg/kg and 40mg/kg) of MP show statistically significant improvement in locomotor recovery,"histopathology; 
immunohistochemistry","Luxol fast blue and cresyl violet stain; 
primary Ab to GFAP, GFAP-positive astrocytes w/ intact nucleus counted;
potential issue w/ group size as discussed in Remarks/Comments field","post-injury days 3, 7, 14, 21, 28",Not reported,positive effect,treatment w/ higher dose of MP (40mg/kg) reduces count of GFAP-positive astrocytes and fraction of tissue area w/ cysts,"gentamicin (40mg/kg, intramuscularly, twice daily, post-operative days 1 to 3)","Single dose of MP after SCI facilitates locomotor recovery and reduces level of GFAP-positive astrocytes, which provides potential explanation for beneficial effect on locomotor recovery.",,"Histological/immunohistochemical analyses at five different time points, various treatment groups typically contain five to six animals; suggests that results might only be based on one animal per group?
MP treatment acts ""only"" as a control for CART and combination (CART + MP) treatment.",Yes (drug of interest + drug not of interest),
Louis,Cayli et al.,2006,Neuroprotective effect of etomidate on functional recovery in experimental spinal cord injury,10.1016/j.ijdevneu.2006.04.003,English,Turkey,included,,,,,,rats,Albino,72,12,,,36,,,"Two control groups (SCI only, SCI + vehicle), only SCI + vehicle reported",all female,female,0,adult (no precise age reported),,,,,,Adult,200g to 250g,,,200,250,g,,contusion injury between T7 and T10,T7 - T10,Not reported,contusion,"Allen's method, impact force of 50g/cm",6 weeks,"group 1: etomidate
group 2: methylprednisolone
group 3: etomidate + methylprednisolone",etomidate + methylprednisolone,,"etomidate: 2mg/kg, 
methylprednisolone: 30mg/kg",immediately post-injury,,1 dose,,intraperitoneally,,functional,"modified Tarlov scale, 
inclined plane test",,,post-injury weeks 1 to 6,,Yes,positive effect,"all treatment regimes produce significantly better motor score recovery than controls (SCI, SCI + vehicle); 
no significant differences between different treatment regimes",histopathology,"hematoxylin and eosin stain 
(fraction of lesion area relative to total issue)",post-injury week 6,Not reported,positive effect,"all treatment regimes reduce lesion area significantly compared to controls (SCI, SCI + vehicle); 
no significant differences between different treatment regimes","gentamycin (twice daily for post-injury days 1 to 3, no dose or route reported, only for animals not sacrified at post-injury day 7)",Etomidate prevents secondary damage after SCI as effectively as MP. Mechanisms of action are likely different but a combination of both drugs does not increase neuroprotective effects or improve recovery.,,,Yes (drug of interest + drug of interest),
Louis,Cayli et al.,2006,Neuroprotective effect of etomidate on functional recovery in experimental spinal cord injury.,10.1016/j.ijdevneu.2006.04.003,English,Turkey,excluded,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,"Cong, Chen",2016,Neuroprotective Effect of Ginsenoside Rd in Spinal Cord Injury Rats,10.1111/bcpt.12562,English,China,included,,,,,,rats,Sprague Dawley,108,18,,,18,,,,all female,female,0,adult (no precise age reported),,,,,,Adult,250g to 300g,,,250,300,g,,contusion injury at T8,T8,Not reported,contusion,"10g impactor dropped from 5cm, allowed to remain for 3min",2 weeks,dexamethasone,dexamethasone,,1mg/kg,"1hr pre-injury, 
post-injury days 1 to 14",,2 weeks,daily,intraperitoneally,,functional,BBB locomotor scale,,"three independent examiners, 
mean score reported","post-injury days 1, 4, 7, 10, 14",,Yes,positive effect,dexamethasone treatment results in faster and more extensive recovery compared to SCI control group,"histopathology; 
immunohistochemistry","hematoxylin and eosin stain, Nissl stain, TUNEL assay;
primary Ab stain for NeuN, ELISA for TNF-alpha, IL-1beta, IL-6",post-injury day 14,Not reported,positive effect,"dexamethasone produces neuroprotective effect (increase in count of surviving neurons as indicated by increased no. of Nissl bodies and NeuN-positive cells, reduced count of TUNEL-positive cells) and 
reduces inflammatory response as indicated by lower TNF-alpha, IL-1beta, IL-6 levels","penicillin (200'00U/day, intramuscularly, daily for post-injury days 1 to 14)",,,,No,
Louis,Tan et al.,2015,Neuroprotective effect of methylprednisolone combined with placenta-derived mesenchymal stem cell in rabbit model of spinal cord injury,PMID: 26464639,English,China,included,,,,,,rabbit,New Zealand rabbit,40,10,,,10,,,,all female,female,0,adult (no precise age reported),,,,,,Adult,2.5kg to 3.5kg,,,2.5,3.5,kg,,contusion injury between T8 and T10,T8 - T10,Not reported,contusion,10g impactor dropped from 10cm,4 weeks,methylprednisolone,methylprednisolone,No,"bolus: 60mg/kg 
maintenance: 30mg/kg","bolus: immediately post-injury 
maintenance: 4hrs post-injury, post-injury days 1 to 3",,3 days,twice daily,intravenously,,functional,Tarlov scale,,,"pre-injury, 
post-injury weeks 1 to 4",,Not reported,positive effect,methylprednisolone improves functional recovery significantly,histopathology,hematoxylin and eosin stain,post-injury week 4,Yes,positive effect,methylprednisolone reduces hemorrhage and edema significantly,,,,"Very little data shown, especially for analysis of histopathology results.",Yes (drug of interest + drug not of interest),
Louis,Cakir et al.,2003,Neuroprotective effect of N-acetylcysteine and hypothermia on the spinal cord ischemia-reperfusion injury,10.1016/S0967-2109(03)00077-2,English,Turkey,included,,,,,,rabbit,Japanese white rabbit,30,6,,,6,,,,not reported,not reported,,not reported,,,,,,Not reported,2.4kg to 3.5kg,,,2.4,3.5,kg,,arterial occlusion injury,thoracic,Not reported,ischemia,"abdominal aorta occluded for 45min
(two clamps, one distal to renal artery, one proximal to bifurcation)",48 hours,N-acetylcysteine,acetylcysteine,,50mg/kg,15min prior to clamp release/30 min into ischemic period,,1 dose,,not reported,,functional,Tarlov scale,,,48hrs post-injury,,Not reported,positive effect,N-acetylcysteine significantly reduced motor dysfunction.,"histopathology;
immunohistochemistry","hematoxylin and eosin stain; 
primary Ab for Bcl-2",48hrs post-injury,"Not reported (histopathology); 
yes (immunohistochemistry)",mixed effects,"N-acetylcysteine treatment which resulted in full functional recovery (4/6 rabbits) was also associated
with minimal cellular infiltrate, good preservation of nerve cells and absence of Bcl-2 positive cells. ",,"N-acetylcysteine provides neuroprotective effect 
resulting in functional recovery.",,Histopathological and immunohistochemical evaluation with very limited data and mostly aggregate statements across treatment regimes.,No,
Louis,An et al.,2020,"Neuroprotective effect of novel celecoxib derivatives against spinal cord injury via attenuation of COX-2, oxidative stress, apoptosis and inflammation",10.1016/j.bioorg.2020.104044,English,China,excluded,Out of scope,No drug of interest,Derivative of drug of interest; drug of interest not assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,"Khalatbary, Ahmadvand",2012,Neuroprotective effect of oleuropein following spinal cord injury in rats,10.1179/1743132811Y.0000000058,English,Iran,excluded,Out of scope,No drug of interest,No drug of interest (oleuropin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Bi et al.,2019,Neuroprotective effect of omega-3 fatty acids on spinal cord injury induced rats,10.1002/brb3.1339,English,China,excluded,Out of scope,No assessments of interest,No assessment of interest (protein/mRNA/DNA quantification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Kaur et al.,2016,Neuroprotective effect of propofol against excitotoxic injury to locomotor networks of the rat spinal cord in vitro,10.1111/ejn.13353,English,Italy,excluded,Out of scope,Ex-vivo,Ex vivo study (isolated spinal cord),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Gao et al.,2015,Neuroprotective Effect of Simvastatin via Inducing the Autophagy on Spinal Cord Injury in the Rat Model,10.1155/2015/260161,English,China,included,,,,,,rats,Sprague Dawley,81,27,,,27,,,,all male,male,100,adult (no precise age reported),,,,,,Adult,240g to 260g,,,240,260,g,,contusion injury at T9/T10,T9 - T10,Not reported,contusion,10g impactor dropped from 2.5cm,5 weeks,simvastatin,simvastatin,,10mg/kg,1hr post-injury,,2 days,twice daily,intraperitoneally,,functional,BBB locomotor scale,,"three independent examiners,
mean score reported","pre-injury, post-injury days 
1, 3, 7, 14, 21, 28, 35",,Yes,positive effect,"initial recovery similar, from post-injury day 14 onward simvastatin treatment group
showed significantly better recovery","histopathology;
immunohistochemistry","Nissl staining;
primary Ab for CSPG, Caspase-3",post-injury day 7,Not reported,positive effect,"simvastatin treatment significantly reduced loss of Nissl bodies and anterior horn motor neurons;
simvastatin treatment significantly reduced levels of CSPG (contributing to glial scar formation) and Caspase-3 (apoptotic marker)",,simvastatin has potential neuroprotective effect after induce SCI via reduction in apoptosis and glial scar formation as well as via induction of autophagy,,"only one dose assessed, claimed to be optimal based on literature",No,
Louis,Wang et al.,2013,Neuroprotective effect of topiramate on spinal cord injury in rats,10.3969/j.issn.1001-1242.2013.05.004,Chinese,China,excluded,No access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Wang et al.,2012,Neuroprotective effect of vaccination with autoantigen-pulsed dendritic cells after spinal cord injury,10.1016/j.jss.2011.06.066,English,China,excluded,Out of scope,No drug of interest,No drug of interest (injection of dendritic cells and spinal cord homogenate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Tan et al.,2020,Neuroprotective effects of a ketogenic diet in combination with exogenous ketone salts following acute spinal cord injury.,10.4103/1673-5374.280327,English,"China, Canada",excluded,Out of scope,No drug of interest,"No drug of interest (ketogenic diet, ketone salt supplementation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Gaviria et al.,2000,"Neuroprotective effects of a novel NMDA antagonist, Gacyclidine, after experimental contusive spinal cord injury in adult rats",10.1016/S0006-8993(00)02581-6,English,France,excluded,Out of scope,No drug of interest,No drug of interest (gacyclidine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Karaoglan et al.,2008,Neuroprotective effects of Ac.YVAD.cmk on experimental spinal cord injury in rats,10.1016/j.surneu.2007.03.041,English,Turkey,excluded,Out of scope,No drug of interest,"No drug of interest (Ac.YVAD.cmk, selective Caspase-1 inhibitor)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Hou et al.,2016,Neuroprotective effects of atomoxetine against traumatic spinal cord injury in rats,PMID: 27114797,English,China,included,,,,,,rats,Wistar,40,8,,,8,,,,all male,male,100,8 weeks to 10 weeks,,,8,10,Weeks,Adult,200g to 300g,,,200,300,g,,compression injury between T6 and T8,T6 - T8,Not reported,compression,vascular clip (30g closing force) applied for 1 minute,3 weeks,methylprednisolone,methylprednisolone,No,30 mg/kg,following wound closure after injury,Yes,1 dose,,intraperitoneally,,functional,"BBB locomotor scale;
grid walking test",,"BBB: two examiners, observation for 4min, no information on score aggregation;
grid walking: 40cm by 45cm grid w/ 2cm^2 spaces, missteps counted, no information on duration of observation","BBB: post-injury days 7, 14, 21, 28, 35, 42;
grid: post-injury days 7, 14, 21, 28, 35, 42, 49",Yes,"BBB: yes;
grid: not reported",positive effect,methylprednisolone treatment resulted in significantly better functional outcome,"histopathology;
immunochemistry","hematoxylin and eosin stain (scoring of edema, vascular congestion, neuronal degeneration, inflammation w/ higher scores representing worse outcomes; count of normal motor neurons in anterior part of spinal cord);
ELISA for Caspase-3, TNF-alpha, myeloperoxidase (MPO)",post-injury day 21,"H&E stain: yes;
ELISA: not reported",positive effect,"reduction in pathological score compared to trauma-only group and increase in number of normal motor neurons for methylprednisolone treatment group;
significant reduction in Caspase-3 and MPO activity as well as TNF-alpha levels in methylprednisolone treatment group",,(no conclusion reported w.r.t. methylprednisolone as this only acted as active control),,"Poor reporting of functional results (inclined plane test reported but not described in methods, results for grid walking test missing, figures do not show results for active control [methylprednisolone]). Included as MP as active control group but results should be treated w/ caution as reporting for active control is very sparse",No,
Louis,Wang et al.,2014,Neuroprotective effects of autophagy induced by rapamycin in rat acute spinal cord injury model,10.1159/000357382,English,China,included,,,,,,rats,Sprague Dawley,>= 66,>= 28,,,>= 22,, ,Information for group size missing for functional assessments (cf. Figure 6),all female,female,0,8 weeks,,,8,8,Weeks,Adult,200g to 220g,,,200,220,g,,contussion injury at T10,T10,Not reported,contusion,"Allen weight drop model, 8g impactor dropped from 2.5cm",30 days,methylprednisolone,methylprednisolone,No,30mg/kg,4hrs post-injury,,30 days,daily,intravenously,,functional,Gale scale,,"scale ranges from 0 to 6, 0 indicates no muscle strenght or sensation, 6 indicates normal walking","day 1, 3, 10, 14, 21, 30",No,,positive effect,"from post-injury day 14 onwards, methylprednisolone treatment group shows significantly better motor function recovery than vehicle treated control ",,,,,,,,(no conclusion reported w.r.t. methylprednisolone as this only acted as active control),,"Very limited results for active control receiving methylprednisolone reported (only functional data w/ separate details on MP group, no information on staining or microscopy results).",Yes (drug of interest + drug not of interest),
Louis,Sozbilen et al.,2018,Neuroprotective Effects of C-terminal Domain of Tetanus Toxin on Rat Brain Against Motorneuron Damages After Experimental Spinal Cord Injury,10.1097/BRS.0000000000002357,English,Turkey,included,,,,,,rats,Sprague Dawley,28,7,,,7,,,,all male,male,100,adult (no precise age reported),,,,,,Adult,200g to 300g,,,200,300,g,,compression injury between T8 and T10,T8 - T10,Not reported,compression,aneurysm clip (30g closing force) applied for one minute,8 days,methylprednisolone,methylprednisolone,No,"bolus: 30mg/kg;
maintenance: 5.4mg/kg/h","bolus: within 1hr of wound closure after injury;
maintenance: immediately following bolus",,23hrs,,multiple,"bolus: intraperitoneally
maintenance: subcutaneous (interscapular area)",functional,BBB locomotor scale,,"two examiners, no details on how scores 
were aggregated","post-injury days 0, 1, 3, 7, 8",No,Not reported,positive effect,statistically significantly improved locomotor recovery in positive control/methylprednisolone,,,,,,,,(no conclusion reported w.r.t. methylprednisolone as this only acted as active control),,Methylprednisolone only provided positive/active control.,No,
Louis,Yilmaz et al.,2015,Neuroprotective effects of clopidogrel in experimental spinal cord injury,https://www.acarindex.com/pdfs/712505,Turkish,Turkey,included,,,,,,rats,Sprague Dawley,21,7,,,7,,,,all female,female,0,not reported,,,,,,Not reported,180g to 220g,,,180,220,g,,contusion injury between T7 and T10,T7 - T10,Not reported,contusion,10g weigtht dropped from 10cm ,21 days,clopidogrel,clopidogrel,,5mg/kg,"days 1, 3, 5, 7 post-injury",,4 doses,,intragastrically,,functional,"inclined plane test, Drummond and Moore motor function score",,"inclined plane: average of two scores from two positions; Drummond and Moore: 0=paraplegic, no evidence of lower extremity motor function to 4=normal motor function","post-injury days 1, 7, 14, 21",,Yes,positive effect,statistically significantly higher inclined plane score and Drummond and Moore scores for treatment compared to injured control group,histopathology,"hematoxylin and eosin stain (scored from 0=normal GM/WM and vascular structures to 4=axonal swelling, axonal spherocytes, sever necrosis, polymorph leukocyte infiltrations)",post-injury 21,Yes,no stats,,,Clopidogrel significantly improves motor function after SCI; proposed mechanism of action (anti-inflammatory and anti-oxidant effects) not confirmed by histological analysis.,,,No,
Louis,Pourkhodadad et al.,2018,Neuroprotective effects of combined treatment with minocycline and olfactory ensheathing cells transplantation against inflammation and oxidative stress after spinal cord injury,10.22074/cellj.2019.6126,English,Iran,excluded,Out of scope,No pure effect studied,Drug of interest but only in combination with either application of Dulbecco's Modified Eagle's Medium (DMEM) or transplant of olphactory ensheathing cells (OECs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Chen et al.,2015,Neuroprotective Effects of Direct Intrathecal Administration of Granulocyte Colony-Stimulating Factor in Rats with Spinal Cord Injury.,10.1111/cns.12429,English,"Taiwan, China",included,,,,,,rats,Wistar,Not reported,Not reported,,,Not reported,,,,all female,female,0,not reported,,,,,,Not reported,300g to 320g,,,300,320,g,,contussion injury at T10,T10,Not reported,contusion,"NYU weight drop model, impactor dropped from 5cm",30 days,methylprednisolone,methylprednisolone,No,"bolus: 0.1mg (equivalent to 30mg/kg in humans);
maintenance: 0.018mg/hr (equivalent to 5.4mg/kg*hr in humans)","bolus: immediately post-injury
maintenance: 1hr post-injury",Yes,23hrs,,intrathecally,,functional,BBB locomotor scale,,"independent examiners, no details on how many or how scores were aggregated","post-injury days 0, 3, 6, 9, 12,15, 18, 21, 24, 27, 30",Yes,Yes,positive effect,"from day 18 onwards significantly better recovery of motor 
function in MP treatment group compared to SCI control group",immunohistochemistry,"primary Ab for Cd11b, GFAP, Neurocan, Neurofilament, 
PCNA, Phosphacan, TGF-beta1, TNF-alpha, Vimentin","6hrs post-injury, post-injury
days 3, 7, 30",Not reported,mixed effects,"reduction in expression of TGF-1beta at day 3 but not 7; significant reduction in expression of neurocan but not phosphocan from post-injury day 3 onwards; increase in axon marker neurofilament at post-injury day 30; increase in GFAP expression and reduction in OX42 as well as vimentin at day 14; no effect on expression of TNF-alpha levels (post-injury days 3, 7, 14)",,i.t. (intrathecally) administration results preferable as drug concentration in spinal cord and drug effect increased; no conclusion reported w.r.t. methylprednisolone but some positive effects reported both in functional and immunohistochemical results but newly investigated agent G-CSF appears to provide stronger positive effects across all assessed variables,,,No,
Louis,Gaviria et al.,2000,Neuroprotective effects of gacyclidine after experimental photochemical spinal cord lesion in adult rats: Dose-window and time-window effects,10.1089/neu.2000.17.19,English,France,excluded,Out of scope,No drug of interest,No drug of interest (gacyclidine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Liao et al.,2002,Neuroprotective effects of ginseng total saponin and ginsenosides Rb1 and Rg1 on spinal cord neurons in Vitro,10.1006/exnr.2001.7841,English,United States,excluded,Out of scope,No drug of interest,"No drug of interest (ginsenosides), in vitro study (cell culture)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Jones et al.,2001,Neuroprotective effects of gonadal steroids on regenerating peripheral motoneurons,10.1016/S0165-0173(01)00107-2,English,United States,excluded,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Colak et al.,2003,Neuroprotective effects of GYKI 52466 on experimental spinal cord injury in rats,10.3171/spi.2003.98.3.0275,English,Turkey,excluded,Out of scope,No drug of interest,"No drug of interest (GYKI 52466, which is an AMPA receptor antagonist)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Ok et al.,2012,Neuroprotective effects of hypothermia after spinal cord injury in rats: comparative study between epidural hypothermia and systemic hypothermia.,10.1097/BRS.0b013e31826ff7f1,English,South Korea,included,,,,,,rats,Sprague Dawley,32,8,,,8,,,,all male,male,100,adult (no precise age reported),,,,,,Adult,282g to 322g,300,,282,322,g,,contusion injury at T9,T9,severe,contusion,10g impactor dropped from 2.5cm,6 weeks,methylprednisolone,methylprednisolone,No,30 mg/kg,"30min, 6hrs, 24hrs post-injury",Yes,3 doses,,intraperitoneally,,functional,BBB locomotor scale,,"two observers, no information on how scores were aggregated",weekly for 6 weeks,Yes,Yes,no stats,,"histopathology;
immunohistochemistry","TUNEL stain;
primary Ab for OX-42",post-injury week 6,Yes,positive effect,"significant reduction in TUNEL positive (apoptotic) cells,
significant reduction in OX-42 positive cells","gentamicin (post-surgery, 20mg/kg, intramuscularly)",(no conclusion reported w.r.t. methylprednisolone as this only acted as active control),,Methylprednisolone only provided positive/active control.,No,
Louis,Kurt et al.,2009,Neuroprotective effects of infliximab in experimental spinal cord injury,10.1016/j.surneu.2008.01.038,English,Turkey,excluded,Out of scope,No assessments of interest,"No outcome of interest (""level of lipid peroxides in traumatized spinal cord tissue were measured as thiobarbituric acid-reactive material"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Sharma et al.,2006,Neuroprotective effects of melanocortins in experimental spinal cord injury. An experimental study in the rat using topical application of compounds with varying affinity to melanocortin receptors,10.1007/s00702-005-0404-3,English,Sweden,excluded,Out of scope,No drug of interest,No drug of interest (novel Melacure compounds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Yacoub et al.,2014,Neuroprotective effects of perflurocarbon (oxycyte) after contusive spinal cord injury,10.1089/neu.2013.3037,English,United States,excluded,Out of scope,No drug of interest,"No drug of interest (oxycyte, a fluorocarbon)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Kazanci et al.,2017,Neuroprotective effects of pregabalin against spinal cord ischemia-reperfusion injury in rats,10.5137/1019-5149.JTN.17959-16.1,English,Turkey,included,,,,,,rats,Wistar,32,8,,,8,,,,not reported,not reported,,adult (no precise age reported),,,,,,Adult,250g (20),250,20,,,g,,arterial occlusion injury,thoracic,Not reported,ischemia,"aorta clamped for 30min (two clamps, applied inferior to left renal artery)",24 hours,"methylprednisolone, pregabalin",methylprednisolone + pregabalin,,"methylprednisolone: 30mg/kg
pregabalin: 30mg/kg","methylprednisolone: immediately after reperfusion
pregabalin: days -7 to -1 pre-injury",,"methylprednisolone: 1 dose
pregabalin: 7 days",pregabalin: daily,intraperitoneally,,functional,"BBB locomotor scale,
inclined plane test",,,24hrs post-injury,,Not reported,positive effect,both MP and pregabalin show significant improvement of BBB score and max. angle in inclined plane test compared to injured control,"histopathology;
immunohistochemistry","hematoxylin and eosin stain, methylene blue stain followed by uranyl acetate and lead citrate (myelination status);
ELISA w/ Ab for Caspase-3, TNF-alpha, IL-1beta, Glutathione Peroxidase, Tissue Catalase",24hrs post-injury,"H&E stain: yes;
others: not reported",positive effect,"statistically significantly lower histopathology score for both treatment groups, statistically significantly reduced loss of motor neurons for treatment groups, reduction in histological damage for treatment groups (reduced hemorrhage, edema [Fig. 2]), partial protection of myelination by MP treatment but no protection of myelination by pregabalin treatment;
statistically significant improvement for all proteins assessed via ELISA for both treatment groups (increase for beneficial, decrease for harmful), no statistically significant differences between treatment groups",,"Pregabalin and MP protects spinal cord against I/R injury by attenuating lipid peroxidation, inflammatory markers and caspase dependent apoptotic pathways. It also helps to preserve histopathological, ultrastructural findings and helps to improve clinical outcome.",No long-term follow up; pregabalin needs to be assessed for time- and dose-dependent effects.,Relatively similar in methods to 753.,No,
Louis,Moriya et al.,2017,Neuroprotective effects of pregabalin in a rat model of intracisternal facial nerve avulsion,10.23736/S0390-5616.16.03263-X,English,Japan,excluded,Non-sci population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Festoff et al.,2004,Neuroprotective effects of recombinant thrombomodulin in controlled contusion spinal cord injury implicates thrombin signaling,10.1089/0897715041526168,English,United States,excluded,Out of scope,No drug of interest,No drug of interest (human recombinant thrombomodulin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Kahveci et al.,2014,Neuroprotective effects of rosuvastatin against traumatic spinal cord injury in rats,10.1016/j.ejphar.2014.07.042,English,Turkey,included,,,,,,rats,Wistar,40,8,,,16,,,,all male,male,100,adult (no precise age reported),,,,,,Adult,250g (20),250,20,,,g,,compression injury at T7,T7,Not reported,compression,aneurysm clip (70g closing force) applied for 1 min,24 hours,"methylprednisolone, rosuvastatin",methylprednisolone + rosuvastatin,,"methylprednisolone: 30mg/kg
rosuvastatin: 20mg/kg",immediately following injury,,1 dose,,intraperitoneally,,functional,"BBB locomotor scale,
inclined plane test",,"two independent observers, no information on how scores were aggregated",24hrs post-injury,,Yes,positive effect,"statistically significantly higher BBB scores and max. angle for both treatment groups compared to control,
no difference between treatment groups","histopathology;
immunohistochemistry","hematoxylin and eosin stain, methylene blue stain followed by uranyl acetate and lead citrate (myelination status), normal motor neuron count (across three sections, average reported);
ELISA w/ Ab for Caspase-3, TNF-alpha, Tissue Myeloperoxidase (MPO)",24hrs post-injury,"H&E stain: yes;
others: not reported",positive effect,"statistically significantly lower histopathology score for both treatment group (rosuvastatin, MP) but no difference between groups, statistically significantly higher avg. number of normal motor neurons in both treatment groups, ultrastructural assessment showed both treatments protecting myelinated axons of all size (small, medium, large) but rosuvastatin achieving statistically significantly better protection than MP;
statistically significant decrease in all three protein levels/activities assessed for both rosuvastatin and MP, no significant difference between the two treatment groups",,"The biochemical, histopathological, ultrastruc- tural analyses and the functional tests revealed that ROS exhibits meaningful neuroprotective effects over SCI through antiapoptotic, anti-inflammatory, and antioxidant effects by reducing lipid peroxidation.","No assessment of delayed reactions (positive or negative) to treatments or dose-dependent effects and
no comparison with other statins.",Relatively similar in methods to 750.,No,
Louis,Ye et al.,2011,Neuroprotective effects of salvianolic acid B on secondary spinal cord damage,10.3969/j.issn.1673-5374.2011.03.005,English,China,excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
